,Random Forest
23401,10866.310833333335
23402,10622.048666666667
23403,8327.718325396823
23404,7727.321666666667
23405,24152.18
23406,12202.229500000001
23407,12419.157
23408,7539.563833333332
23409,11308.899523809525
23410,9454.718333333332
23411,11726.188333333332
23412,8910.130833333333
23413,7782.434119047621
23414,10473.006988095236
23415,8443.817571428572
23416,6891.6694285714275
23417,7782.844666666666
23418,6997.0796666666665
23419,20930.721999999998
23420,7332.615666666667
23421,11347.923000000003
23422,6996.383000000001
23423,12408.61
23424,9096.733666666667
23425,15822.417166666668
23426,14229.153499999999
23427,6670.736833333333
23428,5348.426166666667
23429,9667.812325396826
23430,19429.79
23431,10773.016333333333
23432,13022.714333333332
23433,8934.829000000002
23434,8017.4424761904775
23435,5426.056166666667
23436,9541.006624458876
23437,7730.676833333332
23438,7480.686976190476
23439,8724.438666666667
23440,8984.955666666667
23441,13911.865
23442,11822.082238095238
23443,6833.915333333333
23444,5764.589333333333
23445,12610.505
23446,15832.07
23447,15844.900897546902
23448,6234.447166666667
23449,11453.97866666667
23450,10032.276666666667
23451,5811.471666666667
23452,10492.48869047619
23453,8024.759666666668
23454,7146.761222222222
23455,7153.671333333332
23456,13529.985
23457,9357.432666666668
23458,9208.561
23459,7734.814273809522
23460,24609.02
23461,9096.733666666667
23462,6234.447166666667
23463,6047.949166666666
23464,13375.389
23465,6861.899999999999
23466,9681.519333333332
23467,10611.771192307691
23468,10349.749690476192
23469,8067.3970833333315
23470,10629.825714285716
23471,9760.967976190477
23472,6594.960273809524
23473,7973.3871666666655
23474,7332.615666666667
23475,10922.506333333333
23476,8006.931928571427
23477,7136.073047619047
23478,7342.3525
23479,12803.716999999999
23480,11300.249857142859
23481,10943.844666666668
23482,13151.591999999999
23483,10185.651706349205
23484,8085.463476190478
23485,10369.609083333335
23486,12127.880666666666
23487,13338.23
23488,21580.56
23489,15182.810833333335
23490,9219.216333333334
23491,10175.499705627706
23492,12619.45
23493,7517.664666666667
23494,10377.051666666666
23495,4811.983333333334
23496,14288.240000000002
23497,7591.933476190477
23498,7566.306119047617
23499,6585.3625
23500,7405.797333333334
23501,8118.245714285715
23502,4536.869000000001
23503,6291.996333333333
23504,6758.4305
23505,10612.790833333334
23506,10443.018333333333
23507,1527.27
23508,10475.3925
23509,9592.293333333333
23510,6522.127333333334
23511,8608.92201190476
23512,9662.023797619046
23513,7812.4350476190475
23514,5439.364333333332
23515,8448.600333333334
23516,9562.344166666666
23517,9907.20233333333
23518,8574.271904761908
23519,6380.452619047619
23520,7865.839500000001
23521,9421.454166666666
23522,8628.750047619049
23523,9181.185428571429
23524,7363.024214285714
23525,13412.121142857144
23526,7261.345000000001
23527,10423.871333333334
23528,5495.2025
23529,5915.940726190477
23530,11452.41
23531,6452.899
23532,8102.027500000001
23533,8574.271904761908
23534,9181.185428571429
23535,7842.2925
23536,5409.871666666666
23537,4905.154
23538,6213.681166666667
23539,6773.663095238095
23540,6169.038333333333
23541,5905.9405
23542,9417.743666666669
23543,11559.4
23544,7989.019666666668
23545,6640.706904761905
23546,8200.007809523808
23547,9978.771999999999
23548,11722.483666666667
23549,7589.3625
23550,10826.548
23551,8831.237166666666
23552,5834.934166666668
23553,9636.393833333334
23554,17728.41
23555,9867.546666666667
23556,7363.024214285714
23557,7536.099166666666
23558,14776.72
23559,9476.895499999999
23560,8243.09
23561,4931.6525
23562,6550.953380952381
23563,7812.4350476190475
23564,5114.361666666667
23565,7483.7515
23566,9204.598666666667
23567,9134.53761904762
23568,6074.0855
23569,20349.29
23570,8505.142833333333
23571,7089.494333333333
23572,8235.712515873018
23573,8385.495595238095
23574,10462.79345238095
23575,6992.976047619048
23576,7986.802833333333
23577,6133.743071428571
23578,5777.409000000001
23579,10450.694166666666
23580,6074.0855
23581,18225.06
23582,5537.678083333332
23583,9814.573833333334
23584,8448.600333333334
23585,7192.761309523808
23586,7527.4833333333345
23587,8296.599142857143
23588,5219.0644999999995
23589,10225.175785714286
23590,9514.861928571429
23591,6852.154166666666
23592,5588.743333333334
23593,12173.301666666664
23594,8991.097357142859
23595,8970.512
23596,8203.299166666668
23597,11405.228976190474
23598,5671.488333333334
23599,8781.803666666667
23600,10424.124912698411
23601,6408.838380952381
23602,10682.775
23603,8810.5155
23604,5856.8403333333345
23605,6739.641333333333
23606,5907.350047619048
23607,19671.98
23608,8505.142833333333
23609,9459.800373015873
23610,9476.87236904762
23611,6821.543333333334
23612,8086.519095238095
23613,7071.5070079365105
23614,8615.764333333334
23615,11052.5375
23616,11940.877
23617,11078.112666666666
23618,7342.010095238095
23619,11669.306666666667
23620,4619.921666666666
23621,5952.139833333333
23622,5341.7625
23623,8093.448666666667
23624,10047.795
23625,11171.029166666667
23626,10046.581833333334
23627,7086.5515000000005
23628,7855.030333333334
23629,7971.511833333332
23630,10073.063238095237
23631,7758.430630952381
23632,6296.539523809524
23633,14834.26
23634,10520.535
23635,8390.920437950937
23636,9248.803523809524
23637,7680.283857142857
23638,11305.8175
23639,9294.1435
23640,6281.116999999999
23641,11961.542666666666
23642,12869.457142857142
23643,5835.685166666667
23644,10629.245047619048
23645,8536.967
23646,16786.18
23647,9452.506563492065
23648,10111.82
23649,8160.502523809523
23650,7743.739833333335
23651,6908.403809523809
23652,6286.921547619048
23653,5394.646666666667
23654,5400.06475
23655,8464.742976190477
23656,10306.12426190476
23657,6444.285892857143
23658,6822.2233809523805
23659,8294.413333333332
23660,6129.487714285714
23661,5910.925833333334
23662,7002.505833333334
23663,5905.84719047619
23664,10550.637222222222
23665,7972.839166666668
23666,12377.148333333334
23667,6916.3575
23668,9154.312
23669,9336.59
23670,13916.73
23671,8090.439333333335
23672,9019.955285714286
23673,8152.061047619048
23674,6877.847142857143
23675,9962.139738095238
23676,5157.436666666667
23677,7005.093760101009
23678,6938.00919047619
23679,12285.239
23680,5777.409000000001
23681,8497.596666666666
23682,6283.150333333333
23683,4279.912166666666
23684,8598.481
23685,5960.555666666666
23686,7521.84930952381
23687,11908.9
23688,6923.426833333335
23689,7401.339999999999
23690,12533.165
23691,10798.2775
23692,8049.782333333333
23693,5255.3925
23694,5321.32
23695,5495.119547619047
23696,8327.74501190476
23697,8417.282333333334
23698,5946.348583333334
23699,6362.590000000001
23700,7363.024214285714
23701,11501.22269047619
23702,7802.9639285714275
23703,11991.764333333333
23704,7912.868666666667
23705,6822.2233809523805
23706,5439.364333333332
23707,7824.190845238095
23708,15750.51
23709,8369.0285
23710,8598.481
23711,13507.488000000001
23712,8152.061047619048
23713,9704.126666666667
23714,8878.725500000002
23715,5385.580809523809
23716,6932.8578333333335
23717,5849.5689999999995
23718,5828.26
23719,5960.555666666666
23720,5341.7625
23721,13089.696666666665
23722,5960.555666666666
23723,8474.422750000002
23724,4586.65
23725,11599.440833333334
23726,5496.666833333334
23727,8527.8225
23728,5322.836011904761
23729,9065.146833333334
23730,11067.252166666665
23731,11910.589166666667
23732,8718.102666666666
23733,8798.606357142855
23734,12066.412333333334
23735,6058.019
23736,8550.511095238095
23737,8422.8515
23738,11263.479333333333
23739,14856.99
23740,8810.5155
23741,6188.712547619047
23742,11731.774
23743,8294.560833333333
23744,11090.39166666667
23745,11859.282999999998
23746,8101.534333333332
23747,9204.598666666667
23748,5901.105666666666
23749,10373.307499999999
23750,10976.282000000001
23751,5947.089333333332
23752,12367.483333333332
23753,10046.581833333334
23754,5834.934166666668
23755,5496.666833333334
23756,14455.841571428571
23757,6624.143722222223
23758,7219.857511904764
23759,7609.848916666667
23760,5946.348583333334
23761,8303.7095
23762,7370.936666666665
23763,13823.13
23764,15153.71
23765,6427.825833333332
23766,8284.410642857143
23767,8003.395833333332
23768,6010.974119047619
23769,11962.055333333334
23770,6535.503
23771,9919.986404761905
23772,10629.245047619048
23773,7983.145833333334
23774,7910.5673333333325
23775,8535.275333333335
23776,7340.232714285713
23777,9349.848833333333
23778,8958.895333333334
23779,6912.351547619049
23780,20703.02
23781,10024.545358585858
23782,5835.685166666667
23783,14771.671666666667
23784,5095.852499999999
23785,11820.19328205128
23786,10618.504880952381
23787,14852.64
23788,7149.743595238095
23789,8584.077000000001
23790,7401.339999999999
23791,9547.5495
23792,11274.0475
23793,7086.5515000000005
23794,8221.022690476191
23795,7933.041285714286
23796,7960.928666666666
23797,7293.415190476189
23798,10206.441666666666
23799,9062.298333333334
23800,7707.080666666667
23801,5682.1575
23802,9727.637999999999
23803,10909.223595238092
23804,5663.891666666666
23805,6550.953380952381
23806,7336.141166666668
23807,4278.856666666667
23808,8767.976833333334
23809,5834.934166666668
23810,9562.344166666666
23811,5610.185333333333
23812,8370.35411904762
23813,7071.5070079365105
23814,5991.104666666667
23815,9443.549333333334
23816,6889.575166666667
23817,8810.5155
23818,8657.648333333333
23819,10952.3255
23820,5834.934166666668
23821,10271.469166666666
23822,9043.675333333333
23823,11165.952
23824,10596.284500000002
23825,5224.848690476191
23826,8349.321523809522
23827,13935.32
23828,8872.467595238095
23829,11583.11
23830,8711.898285714286
23831,4599.251666666667
23832,5594.8325
23833,4619.921666666666
23834,6296.539523809524
23835,5095.852499999999
23836,10736.638583333332
23837,13412.055
23838,5731.365555555555
23839,5975.838000000001
23840,8235.593499999999
23841,8125.153214285715
23842,7912.868666666667
23843,8625.478166666668
23844,6327.62
23845,8628.750047619049
23846,8641.23
23847,10736.638583333332
23848,8628.750047619049
23849,8991.896952380952
23850,9062.946833333333
23851,12776.483333333332
23852,7280.703333333334
23853,10481.994499999999
23854,5849.5689999999995
23855,12366.5575
23856,11320.578333333335
23857,10481.994499999999
23858,5785.110333333333
23859,8946.21
23860,7787.7350000000015
23861,9354.48235858586
23862,6286.921547619048
23863,7444.637333333333
23864,6408.838380952381
23865,9592.293333333333
23866,8862.832166666667
23867,6419.211166666667
23868,6070.050904761903
23869,10144.925
23870,10729.141666666668
23871,7821.062166666667
23872,6456.733761904761
23873,7655.671666666666
23874,5509.5125
23875,8617.359761904761
23876,6841.610333333333
23877,10197.4505
23878,9675.597
23879,12695.226666666667
23880,8491.175833333335
23881,9417.743666666669
23882,7343.323523809523
23883,8266.769
23884,3917.697619047619
23885,12504.758333333333
23886,5514.8505
23887,17961.99
23888,11788.460833333334
23889,7019.075000000001
23890,11113.921083333335
23891,8369.0285
23892,8697.132714285715
23893,5346.458345238095
23894,7370.936666666665
23895,11893.990833333335
23896,9411.48625
23897,7300.621202380953
23898,5400.06475
23899,9647.018
23900,11859.727357142856
23901,8946.21
23902,8385.495595238095
23903,11143.779666666667
23904,6286.921547619048
23905,11966.812083333332
23906,7340.232714285713
23907,10928.168
23908,9560.089999999998
23909,8862.50042857143
23910,5422.706488095238
23911,10728.300500000001
23912,10725.694916666667
23913,10618.504880952381
23914,12104.385777777774
23915,6945.5768333333335
23916,9088.678
23917,7544.494833333334
23918,12037.845333333335
23919,8211.074583333333
23920,7343.323523809523
23921,7161.208166666666
23922,10147.58725
23923,6744.848690476189
23924,8303.7095
23925,7236.163273809523
23926,9919.986404761905
23927,9476.87236904762
23928,11624.391333333335
23929,7498.34
23930,9015.546
23931,12017.062500000002
23932,9023.73570238095
23933,7927.162083333333
23934,9091.648166666668
23935,9459.800373015873
23936,8387.27269047619
23937,5042.693333333333
23938,11649.171666666667
23939,8223.872166666666
23940,5411.401666666667
23941,6687.556666666666
23942,8550.511095238095
23943,11991.764333333333
23944,16855.18
23945,11403.056666666667
23946,10133.475
23947,8707.426559523808
23948,10453.279333333334
23949,7005.093760101009
23950,8235.593499999999
23951,10891.552047619049
23952,6402.103142857144
23953,12343.38
23954,18941.4
23955,11052.5375
23956,6956.9565
23957,7026.01
23958,7877.278000000002
23959,6073.171666666666
23960,6010.974119047619
23961,10553.326000000001
23962,13079.28
23963,5689.523
23964,9071.605
23965,14352.245
23966,9830.437095238094
23967,10735.8745
23968,8030.076666666668
23969,4567.656999999999
23970,12896.652142857141
23971,7609.848916666667
23972,7074.0131666666675
23973,9867.546666666667
23974,7758.974499999999
23975,7444.637333333333
23976,10629.245047619048
23977,5471.555833333334
23978,6010.974119047619
23979,14916.39
23980,14096.84
23981,18806.11
23982,6641.195
23983,9944.842166666665
23984,6641.195
23985,10603.970119047619
23986,5329.613333333333
23987,9514.861928571429
23988,12737.04
23989,5352.110845238095
23990,5547.145
23991,13107.091999999999
23992,10558.180142857143
23993,8894.4
23994,8544.100333333334
23995,11902.108333333335
23996,7468.237666666666
23997,6479.325190476191
23998,6245.100833333333
23999,5124.030000000001
24000,4253.07
24001,7361.2695
24002,8843.349785714287
24003,6804.731174603175
24004,7028.829166666667
24005,10430.465
24006,6134.457
24007,10942.41730952381
24008,6841.610333333333
24009,10833.566666666666
24010,9072.416
24011,7883.942666666666
24012,8837.863166666666
24013,9159.8375
24014,20363.08
24015,8657.648333333333
24016,12377.148333333334
24017,9896.308333333334
24018,6992.976047619048
24019,10604.293833333333
24020,9962.139738095238
24021,11981.021333333332
24022,6864.799666666667
24023,10205.208333333334
24024,8320.2425
24025,8572.529095238095
24026,5392.771964285714
24027,8878.725500000002
24028,8049.782333333333
24029,10467.985
24030,7726.3358333333335
24031,7821.062166666667
24032,7998.816809523811
24033,14121.27
24034,10725.694916666667
24035,7589.3625
24036,11319.879166666666
24037,5452.9231666666665
24038,6407.679
24039,8274.0525
24040,8853.520809523809
24041,10626.320749999997
24042,14101.136666666667
24043,6233.035023809523
24044,10633.030666666666
24045,10551.030476190475
24046,4730.2716666666665
24047,7156.489166666669
24048,8707.426559523808
24049,5341.7625
24050,9406.998833333335
24051,14379.17
24052,10982.839333333335
24053,12724.05
24054,6854.529666666666
24055,12398.96
24056,11014.3175
24057,7441.0404285714285
24058,10877.0
24059,9278.0175
24060,10734.525
24061,18524.14
24062,5860.824500000001
24063,6854.529666666666
24064,9460.497333333335
24065,5254.579166666667
24066,6956.9565
24067,10604.293833333333
24068,4996.400666666666
24069,5915.940726190477
24070,10228.479833333335
24071,9354.48235858586
24072,7543.248833333334
24073,6362.590000000001
24074,7684.749500000001
24075,9385.250654761905
24076,11494.551083333334
24077,10578.294166666667
24078,7520.562976190477
24079,7257.967607142857
24080,6804.731174603175
24081,6158.634801587302
24082,7444.637333333333
24083,13159.010095238094
24084,8582.709166666667
24085,11391.078000000001
24086,8211.074583333333
24087,6215.113666666667
24088,7044.102857142858
24089,7149.743595238095
24090,7972.839166666668
24091,5884.757166666665
24092,7005.093760101009
24093,8030.076666666668
24094,15395.01
24095,7370.583690476191
24096,8464.742976190477
24097,9977.824666666666
24098,8869.023583333335
24099,10645.757000000001
24100,14964.68
24101,7108.670309523808
24102,5543.6916666666675
24103,9471.992
24104,6213.681166666667
24105,9225.215666666663
24106,5947.089333333332
24107,7510.57642857143
24108,11013.839666666669
24109,10590.367166666669
24110,7228.395833333334
24111,8863.421833333332
24112,9516.563333333332
24113,10168.046833333332
24114,8991.097357142859
24115,6312.237666666666
24116,6327.62
24117,7999.4231666666665
24118,5884.757166666665
24119,5261.786499999999
24120,6362.590000000001
24121,4472.555
24122,4866.449333333333
24123,11198.058333333332
24124,12679.83130952381
24125,13705.738000000001
24126,5881.579833333334
24127,7408.686190476191
24128,6257.108166666667
24129,12504.758333333333
24130,6728.0109999999995
24131,11845.832333333332
24132,17211.8
24133,8246.318000000001
24134,12709.964
24135,11668.75111111111
24136,9240.530857142856
24137,6023.471785714286
24138,7219.857511904764
24139,7114.251
24140,6864.799666666667
24141,7302.706666666666
24142,7877.278000000002
24143,5496.666833333334
24144,11535.786190476188
24145,5474.595666666666
24146,18833.6
24147,10725.546666666667
24148,6035.7148333333325
24149,10486.209500000003
24150,3377.736
24151,10103.975666666667
24152,5409.871666666666
24153,6355.0374999999985
24154,8560.982083333334
24155,7609.848916666667
24156,10680.845
24157,5790.247904761905
24158,7998.816809523811
24159,6641.195
24160,11359.184
24161,8463.961119047619
24162,9272.755833333335
24163,9062.946833333333
24164,9863.556666666665
24165,6822.2233809523805
24166,7363.024214285714
24167,10035.515833333333
24168,6787.6156666666675
24169,11608.671190476189
24170,8724.734154761905
24171,6547.089333333334
24172,12414.62
24173,8090.439333333335
24174,6479.325190476191
24175,8569.913345238096
24176,10725.546666666667
24177,5352.110845238095
24178,11376.946309523813
24179,8185.431833333335
24180,9569.464
24181,10331.036
24182,19424.28
24183,9310.221333333333
24184,7877.278000000002
24185,7484.202285714286
24186,7986.802833333333
24187,8152.061047619048
24188,7160.499472222224
24189,11376.946309523813
24190,8387.27269047619
24191,10830.908666666666
24192,11151.012333333334
24193,15962.25
24194,6599.400714285716
24195,11403.056666666667
24196,5547.145
24197,7293.415190476189
24198,6396.203333333334
24199,6188.712547619047
24200,6927.7414285714285
24201,10519.715
24202,6755.075833333332
24203,9065.146833333334
24204,10741.063333333335
24205,10385.398095238095
24206,6889.575166666667
24207,9398.0425
24208,6272.956666666666
24209,5324.706
24210,15193.784
24211,9065.146833333334
24212,10596.284500000002
24213,6634.224
24214,10677.777833333334
24215,8448.600333333334
24216,10865.883333333335
24217,9184.316523809524
24218,6887.7733333333335
24219,6547.089333333334
24220,8643.123055555556
24221,8799.414690476187
24222,7626.5808333333325
24223,6315.809222222222
24224,11168.534
24225,10629.245047619048
24226,5722.057476190476
24227,10434.954333333333
24228,6355.0374999999985
24229,11535.792666666668
24230,8798.606357142855
24231,7484.202285714286
24232,22490.52
24233,6312.237666666666
24234,7484.2016904761895
24235,6676.064333333334
24236,7261.345000000001
24237,7521.84930952381
24238,6912.351547619049
24239,18367.89
24240,5411.401666666667
24241,6864.799666666667
24242,9893.723285714286
24243,14492.6
24244,5532.0265
24245,5829.307888888889
24246,11907.250952380953
24247,13426.02
24248,12962.518333333335
24249,9540.3625
24250,6150.2340952380955
24251,6010.974119047619
24252,6355.0374999999985
24253,8958.895333333334
24254,10475.547333333334
24255,5922.345999999999
24256,13222.906666666666
24257,5540.6
24258,14969.35
24259,11180.318666666664
24260,7483.7515
24261,11013.839666666669
24262,9263.497166666668
24263,9351.761666666665
24264,10508.555833333336
24265,9476.895499999999
24266,8948.593333333334
24267,5946.412666666667
24268,9904.005833333335
24269,6124.019166666666
24270,6177.69
24271,6270.2062380952375
24272,10234.499
24273,10211.058333333332
24274,8388.466393939392
24275,6334.0525
24276,7524.979666666668
24277,16030.170166666667
24278,8724.688392857144
24279,7462.453666666667
24280,9779.464166666667
24281,8904.661666666667
24282,6283.9479999999985
24283,9610.185666666668
24284,7585.461666666667
24285,11076.016666666668
24286,5552.560166666666
24287,7605.680523809522
24288,9425.405666666666
24289,13649.29
24290,8811.8825
24291,10007.035
24292,7093.935833333333
24293,11127.16
24294,3967.975
24295,9222.391
24296,8833.566666666666
24297,9206.945666666667
24298,8926.916333333333
24299,9675.642738095237
24300,10034.0175
24301,8598.578666666666
24302,6300.256452380953
24303,9109.032666666666
24304,8190.7451666666675
24305,8014.155666666666
24306,9537.543333333333
24307,7605.680523809522
24308,7346.1615
24309,5849.262500000001
24310,7355.716333333333
24311,8477.768333333333
24312,10111.783333333333
24313,8210.031666666668
24314,13601.29
24315,7312.564714285714
24316,8308.720833333333
24317,5292.4685
24318,7458.804095238094
24319,6867.659952380952
24320,7824.23957142857
24321,6378.095023809524
24322,8838.396547619048
24323,9278.715
24324,9249.033416666667
24325,15474.2015
24326,9923.805
24327,8917.048666666664
24328,11446.845
24329,5715.535166666666
24330,8152.3178333333335
24331,7717.918333333334
24332,5593.330892857142
24333,7924.898380952381
24334,7559.021
24335,7824.23957142857
24336,8168.012605616603
24337,8670.432896825398
24338,8921.969976190474
24339,5938.966857142856
24340,5112.678642857144
24341,8075.878333333334
24342,8954.059833333333
24343,5795.109971861471
24344,10995.026857142859
24345,8299.92
24346,7096.257277777779
24347,10015.39
24348,11390.69
24349,6883.292738095238
24350,5849.262500000001
24351,8322.844333333333
24352,6882.796642857143
24353,12133.7
24354,8868.575166666666
24355,5720.374991702742
24356,6788.177321428571
24357,10054.21
24358,9249.033416666667
24359,7743.585
24360,5244.8265833333335
24361,14428.569999999998
24362,6754.573
24363,8871.624642857143
24364,9799.966833333332
24365,6613.173738095237
24366,5460.015
24367,8100.350500000001
24368,6371.703333333334
24369,6955.011480519481
24370,10202.913999999997
24371,6613.173738095237
24372,8719.704166666668
24373,3785.2525
24374,8324.255166666668
24375,16106.7915
24376,8725.390428571429
24377,7638.020810606061
24378,10225.54
24379,8179.625357142857
24380,7668.614666666666
24381,7394.078952380952
24382,6785.650499999998
24383,6855.795833333333
24384,16346.75
24385,9727.845833333333
24386,7729.811
24387,6079.89892857143
24388,8480.205
24389,10053.145833333334
24390,6008.308166666667
24391,6319.624166666667
24392,6181.773416666667
24393,8604.734166666667
24394,8969.595
24395,6654.225916666666
24396,6165.7358095238105
24397,7815.784642857143
24398,12933.299833333334
24399,8816.059666666666
24400,12449.04
24401,9958.415833333334
24402,8100.350500000001
24403,8181.136499999999
24404,11627.735
24405,8847.755000000003
24406,9206.945666666667
24407,9191.223333333333
24408,6997.953833333333
24409,8990.083333333334
24410,6131.354166666668
24411,10530.905833333334
24412,9787.736666666666
24413,8770.280833333334
24414,3919.9833333333336
24415,6378.095023809524
24416,8200.42669047619
24417,6981.336166666667
24418,6357.291424242423
24419,10353.1
24420,8777.665952380952
24421,7729.811
24422,6857.504892857142
24423,10729.4
24424,8355.565638888891
24425,5620.426277777778
24426,5625.424166666667
24427,9805.783333333335
24428,11404.061666666668
24429,8917.562873015873
24430,7295.6774444444445
24431,6855.795833333333
24432,5465.198833333334
24433,8331.616
24434,6638.621071428572
24435,6371.703333333334
24436,15157.43
24437,10829.77
24438,9159.655999999999
24439,6349.216333333334
24440,8756.793166666668
24441,7113.9264047619035
24442,6956.925000000001
24443,8554.920833333334
24444,16858.73
24445,7441.981833333333
24446,17459.79
24447,8178.403700854699
24448,11217.0
24449,6453.310833333334
24450,8178.403700854699
24451,8909.54633333333
24452,12004.78
24453,7380.441666666667
24454,10087.283666666666
24455,7150.621999999999
24456,9336.103666666666
24457,7629.323928571428
24458,6855.795833333333
24459,9013.375166666665
24460,5938.966857142856
24461,7217.4000000000015
24462,8829.0635
24463,9801.904476190477
24464,9896.716
24465,8096.125
24466,6359.049666666667
24467,6283.9479999999985
24468,11184.19
24469,7397.331380952382
24470,6815.504333333333
24471,8791.347666666667
24472,10974.8625
24473,8604.734166666667
24474,12299.6175
24475,5190.05
24476,8087.096666666666
24477,8789.193666666666
24478,5927.713666666665
24479,8182.822666666667
24480,6515.176285714286
24481,8240.402714285716
24482,9821.876
24483,6841.680666666666
24484,8441.747
24485,9675.642738095237
24486,6192.821452380952
24487,7189.802333333334
24488,12240.78
24489,4984.814833333334
24490,5796.480833333334
24491,14360.41
24492,8941.506904761904
24493,9425.405666666666
24494,7083.051571428573
24495,7335.266
24496,9718.923333333334
24497,7128.30707142857
24498,6613.173738095237
24499,6815.504333333333
24500,7638.020810606061
24501,9222.391
24502,11441.01
24503,6357.731833333335
24504,10861.44
24505,5009.444880952381
24506,10234.499
24507,6846.196166666667
24508,9801.904476190477
24509,6859.869226190477
24510,8299.92
24511,8948.183333333332
24512,8781.333166666665
24513,8887.421809523808
24514,9644.298666666666
24515,9796.521333333332
24516,6850.157392857143
24517,9636.007333333335
24518,7717.918333333334
24519,7934.674555555555
24520,7324.7085
24521,7796.868753968254
24522,6366.010944444445
24523,5899.391333333333
24524,9140.496666666666
24525,10424.688333333334
24526,6831.280547619049
24527,6748.030857142858
24528,6412.297
24529,6687.332833333335
24530,10370.38
24531,9547.872333333335
24532,8441.747
24533,7319.271666666667
24534,5685.32231096681
24535,6386.74
24536,8096.125
24537,9403.392666666667
24538,11239.8
24539,8453.558761904762
24540,9428.368999999999
24541,19927.56
24542,8549.627
24543,8521.374833333333
24544,10702.204333333331
24545,8811.8825
24546,7054.521083333334
24547,8238.056547619048
24548,6972.678261904761
24549,5797.009869047619
24550,7941.55406060606
24551,9995.303666666667
24552,6639.456666666668
24553,7164.122
24554,7753.049166666668
24555,5270.287333333334
24556,6124.019166666666
24557,6699.764666666667
24558,6158.42369047619
24559,8904.661666666667
24560,8721.031785714285
24561,10045.187500000002
24562,3987.14
24563,9725.162000000002
24564,5849.262500000001
24565,6972.678261904761
24566,11443.3095
24567,8290.436666666666
24568,9659.941619047619
24569,10415.06
24570,7458.804095238094
24571,7231.3264761904775
24572,14338.913333333332
24573,9861.659166666666
24574,7380.441666666667
24575,6771.558571428572
24576,6850.157392857143
24577,6761.841833333334
24578,9731.302833333333
24579,8355.565638888891
24580,8647.371833333333
24581,11448.201666666666
24582,6527.510666666666
24583,7627.705261904762
24584,6283.9479999999985
24585,8521.374833333333
24586,6413.187
24587,8756.793166666668
24588,8390.167500000001
24589,16246.9515
24590,10455.666166666668
24591,6884.131484848485
24592,7829.646714285714
24593,12185.303333333333
24594,9328.53
24595,8341.493333333334
24596,6961.12
24597,12697.98
24598,8853.117896825397
24599,8534.176
24600,9220.9975
24601,5948.263333333332
24602,7721.3662857142845
24603,7525.0455
24604,6799.939833333334
24605,9619.785
24606,6380.682666666666
24607,8826.616738095237
24608,9161.06
24609,7120.5273333333325
24610,6754.573
24611,8829.0635
24612,9861.659166666666
24613,7799.009464285715
24614,9951.985
24615,8181.136499999999
24616,8833.566666666666
24617,7765.854761904762
24618,7830.14754761905
24619,7176.437809523811
24620,8954.410333333333
24621,7607.852
24622,10027.095
24623,10872.103333333334
24624,12758.653333333332
24625,12299.6175
24626,5459.381666666667
24627,8292.578333333333
24628,8650.439000000002
24629,10558.97
24630,6748.030857142858
24631,13339.535
24632,6192.821452380952
24633,6613.173738095237
24634,6932.162805555555
24635,7165.582040043291
24636,8967.628809523809
24637,8292.763305555556
24638,6443.419500000001
24639,7064.812833333333
24640,8159.831500000001
24641,8098.521249999999
24642,9830.200166666666
24643,4413.8095
24644,7963.5425
24645,13610.44
24646,6588.986999999999
24647,8341.016166666666
24648,9911.626666666667
24649,10802.14
24650,9995.303666666667
24651,8099.7636666666685
24652,17234.58
24653,8177.496357142856
24654,9668.864333333333
24655,5820.039738095238
24656,10082.68
24657,10621.208333333336
24658,8791.347666666667
24659,8444.393666666667
24660,6905.480666666666
24661,7128.30707142857
24662,10065.7715
24663,8950.761619047618
24664,7064.812833333333
24665,6108.35
24666,5789.9725
24667,8461.922690476189
24668,7096.257277777779
24669,15549.71
24670,8209.481666666667
24671,5398.45861111111
24672,8833.134166666665
24673,6654.225916666666
24674,8155.958166666666
24675,5899.391333333333
24676,9321.880166666666
24677,8322.844333333333
24678,5808.325166666666
24679,12692.7
24680,8250.533865079366
24681,6861.234166666666
24682,5457.057000000002
24683,8808.0225
24684,5690.812464285716
24685,8610.171666666667
24686,7766.348571428569
24687,6880.5861904761905
24688,10776.994833333334
24689,12370.548333333334
24690,8152.3178333333335
24691,5837.665666666667
24692,8534.176
24693,7631.15
24694,6052.751666666667
24695,9082.908000000001
24696,6588.623333333334
24697,9319.765666666666
24698,4783.549166666667
24699,6613.173738095237
24700,7150.621999999999
24701,8439.557166666667
24702,9292.039999999999
24703,11491.998500000002
24704,7335.266
24705,8200.42669047619
24706,7096.257277777779
24707,13064.23
24708,8355.565638888891
24709,7011.543333333334
24710,8156.473166666668
24711,9121.39
24712,6815.504333333333
24713,11414.271666666666
24714,6124.019166666666
24715,5991.70807142857
24716,9195.6875
24717,8779.62661904762
24718,11614.3
24719,9268.787833333332
24720,7360.598333333332
24721,6420.971666666666
24722,8298.888
24723,8178.403700854699
24724,8152.3178333333335
24725,10738.57
24726,7150.621999999999
24727,9728.803333333333
24728,7150.621999999999
24729,11809.22
24730,9013.375166666665
24731,8724.688392857144
24732,12333.02
24733,13725.13
24734,17173.12
24735,7355.716333333333
24736,6968.703833333333
24737,10424.688333333334
24738,4938.238333333334
24739,8228.305
24740,9321.271833333334
24741,4814.287666666667
24742,11897.01
24743,9275.872666666668
24744,9528.752333333332
